month,hour,day_type,weather_condition,temperature,location_zone,ride_demand,lag_1,lag_24
3,5,Weekday,Clear,19.9733845341816,Industrial,14,50.0,12.0
6,6,Weekday,Clear,34.1450076478676,University,15,14.0,12.0
7,0,Weekday,Rainy,39.88458113736337,Suburb,20,15.0,19.0
4,22,Weekend,Clear,36.0210500305359,Stadium,9,20.0,13.0
7,0,Weekend,Cloudy,30.225477895846627,Mall,14,9.0,10.0
9,4,Weekday,Clear,28.664309862793225,Mall,17,14.0,17.0
11,5,Weekday,Clear,36.37065914787063,Mall,21,17.0,19.0
2,12,Weekday,Clear,38.59142986363594,Hospital,14,21.0,18.0
11,1,Weekday,Clear,39.76254356755804,Hospital,10,14.0,43.0
3,14,Weekday,Rainy,26.72386300641865,Residential,16,10.0,40.0
5,14,Weekday,Rainy,39.800184445479275,Hospital,24,16.0,39.0
3,12,Weekday,Rainy,21.430377547824293,Residential,24,24.0,10.0
11,13,Weekend,Clear,23.578095070502002,Suburb,11,24.0,20.0
8,21,Weekday,Rainy,19.958354744145716,Stadium,19,11.0,22.0
12,6,Weekday,Cloudy,23.978247362658596,Central,15,19.0,36.0
10,13,Weekday,Clear,34.89462613559624,Suburb,11,15.0,10.0
8,23,Weekday,Cloudy,36.764335879925895,Hospital,17,11.0,10.0
8,9,Weekend,Clear,35.13563819225658,Airport,42,17.0,37.0
12,16,Weekend,Clear,31.88344711968932,Residential,17,42.0,17.0
12,13,Weekday,Cloudy,29.3072632754982,Residential,10,17.0,37.0
9,7,Weekday,Cloudy,33.591494362700224,Industrial,17,10.0,40.0
4,3,Weekday,Clear,26.59833808387888,Industrial,20,17.0,19.0
5,15,Weekday,Clear,36.508783732993436,IT Park,19,20.0,17.0
5,23,Weekday,Rainy,32.89818206748928,IT Park,24,19.0,50.0
8,12,Weekday,Cloudy,33.35170336687699,Industrial,19,24.0,14.0
7,21,Weekday,Clear,29.79059184883957,Residential,16,19.0,15.0
9,19,Weekend,Clear,37.475037652645796,Stadium,42,16.0,20.0
8,17,Weekday,Clear,23.544324140939153,Central,46,42.0,9.0
2,13,Weekday,Rainy,26.385248373943114,University,25,46.0,14.0
10,17,Weekday,Clear,35.10813653290916,Hospital,36,25.0,17.0
12,4,Weekend,Clear,28.84047571484543,Stadium,18,36.0,21.0
4,8,Weekend,Clear,37.5627082953322,Suburb,37,18.0,14.0
6,2,Weekend,Rainy,25.62078503478275,Central,25,37.0,10.0
12,7,Weekday,Cloudy,26.125263714032187,Airport,17,25.0,16.0
2,19,Weekday,Cloudy,37.55218736650576,Central,38,17.0,24.0
7,21,Weekday,Clear,28.216147044004902,Suburb,11,38.0,24.0
3,9,Weekday,Clear,29.35474085245471,IT Park,39,11.0,11.0
3,21,Weekday,Rainy,25.320801737384947,Airport,29,39.0,19.0
11,18,Weekday,Rainy,24.086738727939803,University,40,29.0,15.0
2,20,Weekday,Rainy,32.43087163844463,Stadium,46,40.0,11.0
11,2,Weekday,Rainy,20.636494553906484,Industrial,30,46.0,17.0
8,10,Weekday,Cloudy,37.343998106024,Airport,36,30.0,42.0
6,10,Weekday,Cloudy,35.14246900883238,Central,43,36.0,17.0
1,16,Weekend,Cloudy,22.19646180152766,Mall,16,43.0,10.0
12,15,Weekend,Cloudy,33.26843880814044,Mall,15,16.0,17.0
1,6,Weekday,Clear,31.257924268283965,Industrial,15,15.0,20.0
7,3,Weekday,Clear,22.05977111620617,University,13,15.0,19.0
8,22,Weekday,Rainy,24.010477133105113,Mall,27,13.0,24.0
5,18,Weekday,Clear,26.997703082144355,Residential,29,27.0,19.0
12,11,Weekend,Rainy,33.38334017540043,Residential,15,29.0,16.0
11,14,Weekday,Clear,32.05191499397413,Mall,13,15.0,42.0
5,10,Weekday,Clear,29.709166648887354,Stadium,45,13.0,46.0
4,4,Weekend,Clear,34.90503194850875,Central,22,45.0,25.0
6,4,Weekday,Clear,34.67463027133565,Mall,21,22.0,36.0
6,14,Weekday,Clear,31.59290138936963,Central,16,21.0,18.0
3,17,Weekend,Clear,35.313781834466155,Hospital,35,16.0,37.0
9,10,Weekday,Cloudy,25.353794245142602,Hospital,33,35.0,25.0
12,11,Weekend,Clear,37.38748962309732,Residential,8,33.0,17.0
11,1,Weekday,Clear,31.528021887642694,Stadium,15,8.0,38.0
7,19,Weekend,Clear,36.09199730387347,Hospital,34,15.0,11.0
1,14,Weekday,Cloudy,30.018140305386247,Industrial,22,34.0,39.0
7,19,Weekend,Cloudy,22.805641389750967,Stadium,45,22.0,29.0
5,3,Weekday,Cloudy,29.933022830922788,Stadium,11,45.0,40.0
5,21,Weekday,Clear,26.164456603084936,IT Park,20,11.0,46.0
2,17,Weekday,Clear,33.34497879281608,Residential,39,20.0,30.0
4,5,Weekend,Cloudy,28.467463418164186,Airport,22,39.0,36.0
12,22,Weekday,Cloudy,36.39448170840913,Airport,20,22.0,43.0
6,18,Weekday,Clear,32.91759527108216,Central,45,20.0,16.0
10,10,Weekday,Clear,33.059977526689124,University,42,45.0,15.0
11,23,Weekday,Clear,22.77741733680343,Suburb,16,42.0,15.0
7,1,Weekday,Clear,39.65349486280839,Industrial,19,16.0,13.0
11,7,Weekday,Cloudy,36.51685460397275,Central,24,19.0,27.0
5,10,Weekend,Clear,35.35810746033528,Central,40,24.0,29.0
9,4,Weekday,Clear,25.264734953520602,Residential,15,40.0,15.0
3,17,Weekday,Clear,29.7838963626391,University,46,15.0,13.0
1,22,Weekday,Rainy,21.01627013763523,Central,32,46.0,45.0
4,17,Weekday,Cloudy,29.84647148657953,IT Park,36,32.0,22.0
9,13,Weekend,Rainy,21.20956342263232,Residential,22,36.0,21.0
4,21,Weekday,Clear,30.166832567771227,Suburb,13,22.0,16.0
2,9,Weekend,Cloudy,32.27188136340792,Industrial,37,13.0,35.0
10,2,Weekday,Clear,26.584311279497854,Mall,14,37.0,33.0
5,8,Weekday,Clear,28.96798732328845,University,34,14.0,8.0
3,2,Weekday,Clear,37.26437452884089,Suburb,13,34.0,15.0
12,10,Weekend,Cloudy,20.388389183461804,Stadium,25,13.0,34.0
9,11,Weekend,Clear,35.41812364599237,University,13,25.0,22.0
4,11,Weekend,Cloudy,21.75660012191632,Stadium,9,13.0,45.0
6,2,Weekend,Clear,18.807575621701826,Stadium,14,9.0,11.0
2,20,Weekend,Clear,22.08264126039105,Central,33,14.0,20.0
6,6,Weekday,Clear,34.83095017935077,Hospital,16,33.0,39.0
3,13,Weekend,Clear,26.91277361341092,Suburb,14,16.0,22.0
12,23,Weekday,Clear,37.195451370616,Stadium,14,14.0,20.0
12,10,Weekend,Clear,29.543565906009846,Suburb,35,14.0,45.0
9,6,Weekday,Clear,18.48950774237928,Airport,26,35.0,42.0
11,20,Weekend,Clear,33.76769941124239,Suburb,28,26.0,16.0
2,9,Weekend,Clear,20.425123991867117,Hospital,34,28.0,19.0
12,10,Weekday,Clear,35.36635193616234,Mall,42,34.0,24.0
12,14,Weekday,Clear,21.698256095713962,Industrial,18,42.0,40.0
9,18,Weekday,Clear,25.599820487721296,Mall,41,18.0,15.0
5,15,Weekday,Clear,34.74797145175793,Stadium,16,41.0,46.0
8,21,Weekday,Cloudy,38.99308986448128,Suburb,14,16.0,32.0
2,20,Weekend,Clear,26.17154691422811,IT Park,37,14.0,36.0
6,19,Weekday,Clear,36.246804844376584,University,44,37.0,22.0
3,11,Weekday,Rainy,22.197429840468452,Hospital,25,44.0,13.0
12,17,Weekend,Cloudy,35.75795494445481,Residential,37,25.0,37.0
12,22,Weekend,Rainy,32.46486930363752,Stadium,19,37.0,14.0
10,12,Weekday,Cloudy,22.240357158672104,IT Park,16,19.0,34.0
5,4,Weekday,Clear,24.655087127731054,Hospital,15,16.0,13.0
12,3,Weekend,Clear,20.898959549134794,Stadium,18,15.0,25.0
8,13,Weekday,Cloudy,26.425274243414894,Residential,17,18.0,13.0
10,7,Weekend,Rainy,22.480270104712105,University,29,17.0,9.0
1,8,Weekday,Cloudy,32.167954979870416,Airport,46,29.0,14.0
5,18,Weekday,Rainy,39.87911229285229,University,41,46.0,33.0
3,2,Weekday,Clear,18.26420158785381,Industrial,22,41.0,16.0
4,4,Weekday,Clear,29.90023589232057,IT Park,21,22.0,14.0
2,20,Weekday,Rainy,30.620665146078213,Suburb,48,21.0,14.0
9,17,Weekday,Cloudy,38.11259337297786,Mall,34,48.0,35.0
3,0,Weekday,Rainy,29.132117364872627,Hospital,17,34.0,26.0
2,7,Weekday,Cloudy,29.961431232188183,IT Park,17,17.0,28.0
10,18,Weekend,Clear,28.376361629224547,Mall,33,17.0,34.0
11,16,Weekend,Clear,23.91589470035259,Airport,21,33.0,42.0
9,16,Weekday,Rainy,19.2326409314761,Hospital,26,21.0,18.0
7,10,Weekday,Cloudy,26.990469008616394,Suburb,34,26.0,41.0
6,1,Weekday,Clear,19.15701236729493,Hospital,10,34.0,16.0
1,5,Weekend,Clear,30.110834328250192,Suburb,12,10.0,14.0
5,21,Weekday,Clear,24.76046015133045,IT Park,19,12.0,37.0
12,13,Weekday,Clear,29.739252833559412,Mall,13,19.0,44.0
11,2,Weekday,Cloudy,20.954533216694106,Hospital,12,13.0,25.0
11,11,Weekday,Clear,38.517859246265914,University,20,12.0,37.0
3,3,Weekday,Clear,37.67946735809856,Hospital,18,20.0,19.0
1,11,Weekday,Cloudy,22.179923202450258,University,18,18.0,16.0
4,12,Weekend,Clear,25.555774232468217,Central,18,18.0,15.0
2,1,Weekday,Cloudy,31.49684098074355,Mall,19,18.0,18.0
2,1,Weekday,Clear,20.105096560729937,Central,22,19.0,17.0
3,14,Weekend,Rainy,25.800492064555318,Hospital,24,22.0,29.0
8,22,Weekend,Clear,23.524470310018135,Airport,17,24.0,46.0
8,16,Weekend,Clear,38.14136803176733,Mall,13,17.0,41.0
12,6,Weekday,Rainy,36.75523399836251,Central,29,13.0,22.0
7,13,Weekday,Cloudy,30.756320307871004,Stadium,12,29.0,21.0
6,11,Weekday,Clear,29.44761941117463,Airport,18,12.0,48.0
9,16,Weekday,Rainy,38.47596747999874,IT Park,31,18.0,34.0
4,13,Weekend,Clear,38.513411225533936,Central,16,31.0,17.0
12,5,Weekday,Rainy,39.325262757736525,Airport,29,16.0,17.0
1,18,Weekend,Clear,20.75833545038013,IT Park,38,29.0,33.0
8,23,Weekend,Clear,21.532271836789747,Stadium,12,38.0,21.0
7,5,Weekend,Clear,32.8882073709575,Industrial,19,12.0,26.0
7,17,Weekday,Clear,29.911558485416588,Mall,42,19.0,34.0
3,23,Weekday,Clear,18.40624990765119,Industrial,22,42.0,10.0
4,4,Weekend,Clear,19.363450791769427,Central,24,22.0,12.0
10,23,Weekday,Clear,37.53776840969371,Hospital,16,24.0,19.0
9,23,Weekday,Clear,37.1151575018665,Hospital,12,16.0,13.0
6,5,Weekday,Clear,25.859960283912994,University,20,12.0,12.0
5,1,Weekday,Rainy,37.60311357247176,Airport,29,20.0,20.0
3,7,Weekday,Cloudy,31.06085163675384,Industrial,14,29.0,18.0
9,14,Weekday,Cloudy,35.72992423441584,IT Park,18,14.0,18.0
5,14,Weekday,Rainy,27.403483565524716,Central,21,18.0,18.0
5,10,Weekday,Cloudy,20.494763201587993,Suburb,33,21.0,19.0
4,21,Weekday,Rainy,27.541995378212356,IT Park,22,33.0,22.0
4,21,Weekday,Clear,28.060595555931755,Suburb,14,22.0,24.0
12,23,Weekday,Clear,30.120772264493265,University,13,14.0,17.0
1,0,Weekday,Clear,20.322819683897414,Hospital,15,13.0,13.0
7,17,Weekday,Clear,39.81084098709145,Mall,39,15.0,29.0
9,11,Weekday,Rainy,23.37101005775194,Mall,30,39.0,12.0
3,11,Weekday,Cloudy,22.368152877816044,Hospital,10,30.0,18.0
12,10,Weekday,Clear,29.589664214830606,University,29,10.0,31.0
2,7,Weekend,Cloudy,29.81857994668755,Stadium,9,29.0,16.0
3,6,Weekend,Clear,27.676056232331376,Industrial,21,9.0,29.0
1,22,Weekday,Clear,34.9816272191556,Suburb,10,21.0,38.0
6,20,Weekday,Cloudy,29.36639681602926,Suburb,30,10.0,12.0
11,1,Weekday,Rainy,31.41330001318965,Central,30,30.0,19.0
11,10,Weekday,Cloudy,33.92242047897128,Hospital,44,30.0,42.0
7,21,Weekday,Cloudy,18.550552234405064,Airport,25,44.0,22.0
11,9,Weekend,Clear,30.554172015990986,Industrial,37,25.0,24.0
11,2,Weekday,Clear,37.45227836702412,University,13,37.0,16.0
2,19,Weekday,Clear,18.382552344359546,Hospital,31,13.0,12.0
8,9,Weekday,Cloudy,26.914006283621145,Hospital,32,31.0,20.0
6,17,Weekend,Clear,38.37700390452826,Stadium,31,32.0,29.0
4,13,Weekday,Clear,25.76939685021583,Airport,21,31.0,14.0
5,17,Weekend,Rainy,28.0920341324053,IT Park,44,21.0,18.0
8,23,Weekday,Cloudy,39.59391064697488,IT Park,17,44.0,21.0
3,7,Weekend,Cloudy,22.38512489691262,Residential,11,17.0,33.0
3,9,Weekday,Clear,19.43561416075013,Stadium,34,11.0,22.0
11,21,Weekend,Clear,36.907296998948695,IT Park,19,34.0,14.0
4,12,Weekday,Clear,37.10623750667211,Stadium,14,19.0,13.0
1,20,Weekend,Cloudy,28.38571236296029,Suburb,45,14.0,15.0
9,7,Weekday,Clear,29.312557838500297,Mall,21,45.0,39.0
8,3,Weekday,Cloudy,36.387740131592395,Mall,20,21.0,30.0
8,3,Weekday,Rainy,34.2483089585475,Hospital,24,20.0,10.0
10,4,Weekend,Clear,23.833278048774233,Mall,13,24.0,29.0
6,0,Weekend,Clear,18.371653811573406,Industrial,20,13.0,9.0
7,16,Weekday,Cloudy,28.553403575738006,IT Park,13,20.0,21.0
6,1,Weekday,Rainy,36.89607117410411,Industrial,29,13.0,10.0
9,7,Weekday,Rainy,37.70836288718357,Central,23,29.0,30.0
3,6,Weekday,Clear,39.036976335675384,IT Park,20,23.0,30.0
3,14,Weekend,Clear,37.35039122748118,Airport,24,20.0,44.0
3,4,Weekday,Cloudy,30.760958216558166,University,14,24.0,25.0
10,1,Weekday,Cloudy,27.781323183194218,Residential,11,14.0,37.0
3,6,Weekday,Clear,35.04669662375018,Stadium,13,11.0,13.0
9,7,Weekday,Clear,34.27607595604312,Hospital,16,13.0,31.0
12,6,Weekday,Cloudy,29.839155461791997,Stadium,14,16.0,32.0
4,6,Weekday,Clear,19.92120219628632,University,11,14.0,31.0
7,13,Weekday,Rainy,38.37378962931221,University,22,11.0,21.0
9,20,Weekday,Clear,28.023255825036568,University,33,22.0,44.0
11,17,Weekday,Cloudy,25.993343202157817,IT Park,36,33.0,17.0
12,5,Weekday,Cloudy,31.850482693712976,Residential,10,36.0,11.0
7,3,Weekday,Clear,32.82443514567349,Airport,25,10.0,34.0
9,9,Weekday,Cloudy,22.635134174666632,University,35,25.0,19.0
12,17,Weekend,Cloudy,36.412654585819034,Hospital,39,35.0,14.0
3,11,Weekday,Rainy,24.378616060572313,IT Park,25,39.0,45.0
4,15,Weekday,Clear,22.10704637011497,Airport,25,25.0,21.0
8,6,Weekend,Cloudy,26.940796762798943,University,19,25.0,20.0
6,5,Weekday,Cloudy,34.072321779744236,Central,21,19.0,24.0
5,4,Weekday,Clear,39.24007992567567,Hospital,19,21.0,13.0
4,2,Weekday,Rainy,35.804187816171535,Central,25,19.0,20.0
8,11,Weekday,Clear,38.68766430874422,Residential,15,25.0,13.0
1,14,Weekend,Clear,21.09332768968359,Industrial,20,15.0,29.0
9,9,Weekday,Clear,19.565889575000888,Residential,37,20.0,23.0
1,19,Weekend,Clear,30.269504761946767,Industrial,45,37.0,20.0
8,18,Weekday,Rainy,24.386544626968757,Industrial,47,45.0,24.0
4,15,Weekend,Cloudy,36.217209405324,Airport,18,47.0,14.0
9,10,Weekend,Clear,32.78373317085117,Suburb,31,18.0,11.0
11,7,Weekend,Cloudy,39.35601960768748,Hospital,17,31.0,13.0
5,2,Weekday,Clear,23.605431826088694,Airport,20,17.0,16.0
3,22,Weekend,Cloudy,28.687250515815112,Mall,21,20.0,14.0
9,6,Weekday,Clear,29.027290503357772,Central,18,21.0,11.0
11,22,Weekday,Clear,23.261889486862277,Residential,11,18.0,22.0
9,6,Weekend,Clear,30.98205478873617,University,20,11.0,33.0
4,13,Weekday,Cloudy,27.75229169374327,Hospital,18,20.0,36.0
11,1,Weekend,Clear,27.82787423177722,IT Park,14,18.0,10.0
4,9,Weekday,Clear,25.98020625539464,Residential,38,14.0,25.0
12,18,Weekday,Clear,18.37244575336177,Suburb,38,38.0,35.0
8,8,Weekday,Clear,29.486095212125356,Residential,26,38.0,39.0
2,15,Weekday,Rainy,25.375452385407286,Hospital,16,26.0,25.0
9,18,Weekday,Clear,18.029037117655253,Central,35,16.0,25.0
6,17,Weekday,Rainy,24.774761568562504,Suburb,33,35.0,19.0
9,8,Weekend,Clear,24.129823327974655,IT Park,45,33.0,21.0
8,15,Weekday,Cloudy,26.655859370919988,Airport,23,45.0,19.0
7,12,Weekday,Clear,20.900743772154733,Mall,17,23.0,25.0
1,9,Weekend,Rainy,29.16904414197186,Airport,44,17.0,15.0
12,19,Weekday,Clear,33.23368775539886,Residential,43,44.0,20.0
3,13,Weekday,Cloudy,31.864082519200593,IT Park,21,43.0,37.0
11,11,Weekday,Rainy,35.68260884652219,Central,24,21.0,45.0
2,18,Weekday,Rainy,27.944182335715787,Hospital,42,24.0,47.0
5,6,Weekday,Clear,29.42001806747402,Residential,14,42.0,18.0
5,22,Weekend,Rainy,35.82884269889763,University,21,14.0,31.0
5,14,Weekend,Cloudy,27.409425758023247,Suburb,12,21.0,17.0
4,15,Weekday,Clear,33.435185697791134,Suburb,14,12.0,20.0
5,7,Weekday,Clear,27.56125211179582,IT Park,20,14.0,21.0
3,9,Weekend,Clear,27.19019627925438,Stadium,33,20.0,18.0
12,3,Weekday,Clear,34.724523739641526,Stadium,18,33.0,11.0
1,18,Weekday,Cloudy,21.846412140256646,Residential,44,18.0,20.0
5,18,Weekday,Cloudy,25.44889138271462,Residential,35,44.0,18.0
9,20,Weekday,Clear,22.93179008843184,Residential,31,35.0,14.0
9,14,Weekday,Rainy,25.900418745287137,Residential,17,31.0,38.0
4,13,Weekday,Clear,23.06824609205253,Stadium,10,17.0,38.0
3,0,Weekday,Rainy,30.746923883906405,Hospital,21,10.0,26.0
1,15,Weekday,Rainy,35.5597576575926,Suburb,25,21.0,16.0
2,9,Weekday,Rainy,35.30548734679384,Central,45,25.0,35.0
8,18,Weekend,Cloudy,26.019021220073434,University,35,45.0,33.0
1,21,Weekday,Clear,39.75272892967376,Stadium,14,35.0,45.0
8,2,Weekday,Clear,31.064796023527617,Central,20,14.0,23.0
7,4,Weekday,Clear,26.786806639122485,IT Park,16,20.0,17.0
8,8,Weekday,Clear,36.38186414331136,Central,35,16.0,44.0
12,17,Weekday,Cloudy,34.0572282781381,Residential,35,35.0,43.0
6,10,Weekday,Clear,34.4840574101303,Industrial,42,35.0,21.0
12,15,Weekday,Rainy,22.315065694145176,Hospital,24,42.0,24.0
9,1,Weekday,Rainy,28.303134762108215,Stadium,22,24.0,42.0
3,11,Weekend,Clear,36.96021887814126,Industrial,17,22.0,14.0
10,21,Weekday,Clear,29.08883616783266,IT Park,19,17.0,21.0
4,5,Weekday,Clear,33.03596035526311,Residential,12,19.0,12.0
6,10,Weekend,Rainy,30.93454212675382,Suburb,42,12.0,14.0
8,7,Weekday,Cloudy,36.5318493298044,University,18,42.0,20.0
5,11,Weekday,Clear,24.260338474755258,Mall,19,18.0,33.0
3,1,Weekday,Clear,30.660456113500025,Airport,26,19.0,18.0
6,8,Weekday,Clear,20.711162696215688,University,42,26.0,44.0
4,14,Weekday,Rainy,33.184637087388296,University,23,42.0,35.0
9,1,Weekend,Clear,34.10329244375967,IT Park,21,23.0,31.0
3,0,Weekday,Clear,18.942421066157966,Suburb,14,21.0,17.0
4,9,Weekday,Rainy,32.867401199815674,Industrial,42,14.0,10.0
7,1,Weekend,Rainy,27.123183391647302,Stadium,24,42.0,21.0
7,11,Weekday,Rainy,20.73013127441301,Airport,25,24.0,25.0
12,22,Weekday,Clear,27.237966049366285,University,15,25.0,45.0
12,7,Weekday,Cloudy,22.2731244533028,IT Park,16,15.0,35.0
4,4,Weekday,Cloudy,27.142309706712965,Stadium,16,16.0,14.0
6,21,Weekday,Clear,26.455458615087608,IT Park,18,16.0,20.0
12,0,Weekday,Cloudy,34.24461601259327,Suburb,16,18.0,16.0
3,14,Weekday,Clear,35.03274227965989,Hospital,14,16.0,35.0
6,5,Weekend,Clear,31.354630396460028,IT Park,21,14.0,35.0
12,11,Weekend,Rainy,18.499110528013844,Industrial,29,21.0,42.0
2,7,Weekday,Clear,38.48249013956187,IT Park,15,29.0,24.0
8,12,Weekday,Rainy,33.09713216212185,Stadium,21,15.0,22.0
2,18,Weekend,Clear,18.752299898266156,Suburb,33,21.0,17.0
11,0,Weekday,Clear,36.01432378271059,Industrial,18,33.0,19.0
7,10,Weekday,Cloudy,22.405855403795915,Central,46,18.0,12.0
9,19,Weekday,Cloudy,30.742866170564348,IT Park,43,46.0,42.0
1,0,Weekday,Clear,28.265956138904116,Suburb,9,43.0,18.0
8,7,Weekday,Rainy,27.236453211811686,Hospital,21,9.0,19.0
7,4,Weekend,Clear,37.573701842736746,Mall,13,21.0,26.0
6,16,Weekend,Rainy,27.621948414377524,Stadium,25,13.0,42.0
6,7,Weekend,Clear,19.657570586609317,Suburb,10,25.0,23.0
6,9,Weekend,Rainy,38.82605199872896,Stadium,49,10.0,21.0
9,1,Weekday,Clear,38.25177508727181,Hospital,11,49.0,14.0
2,8,Weekday,Cloudy,33.057519170795175,Mall,43,11.0,42.0
1,23,Weekday,Cloudy,28.29363561890455,Suburb,14,43.0,24.0
12,22,Weekend,Clear,20.04290840475747,Residential,17,14.0,25.0
6,2,Weekday,Rainy,35.39645860870448,Hospital,28,17.0,15.0
10,17,Weekend,Clear,19.66051411732864,Residential,41,28.0,16.0
11,6,Weekend,Clear,19.509221667693204,Airport,26,41.0,16.0
8,14,Weekday,Cloudy,29.8224445336661,Airport,17,26.0,18.0
3,20,Weekday,Clear,21.522821284062086,Stadium,29,17.0,16.0
12,21,Weekend,Clear,18.170065881487677,University,19,29.0,14.0
10,19,Weekday,Clear,27.308495481907297,Industrial,51,19.0,21.0
1,17,Weekend,Cloudy,21.01877909542145,Suburb,34,51.0,29.0
9,2,Weekend,Clear,21.531339136175205,Mall,14,34.0,15.0
1,22,Weekend,Clear,19.692034052177362,University,15,14.0,21.0
3,13,Weekend,Cloudy,22.51206258191942,Stadium,9,15.0,33.0
8,23,Weekend,Rainy,33.74065195503657,Airport,31,9.0,18.0
3,1,Weekday,Rainy,35.79640075879141,Hospital,23,31.0,46.0
4,13,Weekday,Cloudy,27.955740168644613,Hospital,13,23.0,43.0
8,21,Weekend,Cloudy,29.14418394939119,Airport,20,13.0,9.0
1,10,Weekday,Clear,18.71841076107246,Central,40,20.0,21.0
6,15,Weekday,Clear,19.52495775016897,IT Park,17,40.0,13.0
1,7,Weekend,Cloudy,23.666489964289372,Suburb,15,17.0,25.0
1,6,Weekday,Rainy,29.965765255689245,IT Park,29,15.0,10.0
8,10,Weekend,Cloudy,34.27012527216985,Mall,34,29.0,49.0
11,2,Weekday,Clear,31.31006734943673,Central,22,34.0,11.0
4,16,Weekday,Clear,26.626812809709342,Mall,13,22.0,43.0
12,13,Weekday,Cloudy,20.60312960606904,Suburb,13,13.0,14.0
1,5,Weekend,Cloudy,35.17701116751817,Airport,21,13.0,17.0
10,7,Weekday,Cloudy,26.003293135179256,University,20,21.0,28.0
7,21,Weekday,Cloudy,34.19318831862137,Industrial,19,20.0,41.0
5,4,Weekday,Clear,29.28553452211552,Residential,11,19.0,26.0
5,7,Weekday,Rainy,34.250565178360155,University,24,11.0,17.0
1,1,Weekday,Cloudy,37.960370351956584,Residential,12,24.0,29.0
10,14,Weekend,Clear,38.26264935318365,Suburb,13,12.0,19.0
11,11,Weekend,Clear,29.772349160013277,Stadium,12,13.0,51.0
6,16,Weekday,Rainy,29.253184024844053,Mall,22,12.0,34.0
9,0,Weekday,Rainy,23.844926241062417,Industrial,26,22.0,14.0
9,14,Weekday,Clear,38.58759629364441,Residential,11,26.0,15.0
8,13,Weekend,Clear,28.07422167839166,Industrial,21,11.0,9.0
5,19,Weekday,Clear,20.807007264322298,Airport,49,21.0,31.0
1,21,Weekday,Clear,27.5195081217841,Central,23,49.0,23.0
9,15,Weekday,Cloudy,20.795171505236087,Industrial,18,23.0,13.0
1,8,Weekend,Cloudy,29.05569705365565,Industrial,39,18.0,20.0
8,0,Weekend,Cloudy,30.348061326836667,Stadium,11,39.0,40.0
5,16,Weekday,Cloudy,25.430626752858878,Mall,18,11.0,17.0
3,12,Weekend,Clear,19.576313513092664,Mall,12,18.0,15.0
11,20,Weekday,Clear,38.75707778393126,Residential,38,12.0,29.0
7,20,Weekday,Clear,35.01376849663545,University,37,38.0,34.0
7,4,Weekday,Clear,36.455383771112665,Central,22,37.0,22.0
9,9,Weekday,Clear,26.071104674297047,Industrial,45,22.0,13.0
7,5,Weekday,Cloudy,34.73828266042791,Mall,16,45.0,13.0
11,23,Weekday,Cloudy,28.678203693722274,Hospital,12,16.0,21.0
3,18,Weekend,Cloudy,22.423836744933013,Stadium,33,12.0,20.0
11,12,Weekday,Cloudy,20.737314291958693,Mall,21,33.0,19.0
1,0,Weekday,Cloudy,25.59111912508525,IT Park,22,21.0,11.0
8,19,Weekend,Cloudy,21.026146452453073,University,36,22.0,24.0
12,14,Weekday,Clear,39.96191747648951,Hospital,19,36.0,12.0
3,13,Weekday,Rainy,19.082157785104485,Airport,34,19.0,13.0
12,7,Weekday,Clear,27.705159186119683,Industrial,18,34.0,12.0
8,9,Weekend,Clear,27.94605749258845,Airport,53,18.0,22.0
8,8,Weekday,Clear,24.613902428796862,Residential,32,53.0,26.0
5,16,Weekend,Rainy,30.569734445552797,Suburb,16,32.0,11.0
12,8,Weekend,Rainy,21.299494531333984,Industrial,49,16.0,21.0
1,2,Weekday,Cloudy,35.246072372919144,Airport,23,49.0,49.0
10,10,Weekday,Cloudy,25.313849801448043,Airport,47,23.0,23.0
7,11,Weekend,Clear,31.009536975570118,Residential,16,47.0,18.0
12,9,Weekend,Rainy,33.7440631934731,Central,45,16.0,39.0
10,16,Weekday,Cloudy,37.55892658918354,Suburb,13,45.0,11.0
5,16,Weekday,Rainy,36.3873236019484,IT Park,19,13.0,18.0
8,10,Weekday,Clear,31.38279861827831,Hospital,34,19.0,12.0
9,21,Weekend,Clear,26.544649968445512,Industrial,23,34.0,38.0
11,3,Weekday,Rainy,29.070502741649207,Mall,18,23.0,37.0
7,6,Weekend,Clear,34.91216545433366,Airport,21,18.0,22.0
7,20,Weekday,Rainy,37.306001936308405,Suburb,53,21.0,45.0
1,13,Weekday,Clear,20.28320241988678,Hospital,18,53.0,16.0
4,6,Weekend,Rainy,26.46683777484718,University,27,18.0,12.0
2,23,Weekday,Clear,35.07456516509701,Hospital,10,27.0,33.0
2,7,Weekday,Cloudy,27.49633877706714,Stadium,15,10.0,21.0
2,0,Weekend,Clear,25.309010809458243,Industrial,23,15.0,22.0
4,23,Weekday,Cloudy,27.04909933011193,Residential,17,23.0,36.0
1,21,Weekday,Clear,31.262584429299718,Mall,14,17.0,19.0
4,3,Weekend,Rainy,39.99571317094363,Mall,32,14.0,34.0
2,11,Weekend,Cloudy,28.8458334402997,Airport,26,32.0,18.0
5,23,Weekday,Clear,22.58687844899373,IT Park,13,26.0,53.0
3,2,Weekday,Rainy,21.582624656140084,Hospital,22,13.0,32.0
12,12,Weekday,Clear,18.931694444481113,Mall,17,22.0,16.0
8,19,Weekday,Clear,30.293979168203073,Hospital,35,17.0,49.0
